alexander_iii_of_russia	maria_feodorovna_dagmar_of_denmark
countess_palatine_anne_christine_of_sulzbach	charles_emmanuel_iii_of_sardinia
victor_emmanuel_iii_of_italy	elena_of_montenegro
elena_of_montenegro	victor_emmanuel_iii_of_italy
anastasia_of_russia	ivan_iv_of_russia
maria_nagaya	ivan_iv_of_russia
henry_hotspur_percy	lady_elizabeth_mortimer
lady_elizabeth_mortimer	henry_hotspur_percy
lady_elizabeth_mortimer	thomas_de_camoys_1st_baron_camoys
natalia_brasova	grand_duke_michael_alexandrovich_of_russia
grand_duke_michael_alexandrovich_of_russia	natalia_brasova
livia	augustus
charles_vii_of_france	marie_of_anjou
marie_of_anjou	charles_vii_of_france
albert	lt_Prince_ConsortVictoria_of_the_United_Kingdomgt
philip_i_of_france	bertrade_de_montfort
philip_i_of_france	bertha_of_holland
bertrade_de_montfort	philip_i_of_france
bertrade_de_montfort	fulk_iv_count_of_anjou
bertha_of_holland	philip_i_of_france
norodom_sihanouk	norodom_monineath_sihanouk
ahmose_i	ahmosenefertari
ahmose_i	ahmosehenuttamehu
ahmose_i	ahmosesitkamose
amelia_earhart	george_p_putnam
george_p_putnam	amelia_earhart
rené_of_anjou	isabella_duchess_of_lorraine
rené_of_anjou	jeanne_de_laval
jeanne_de_laval	rené_of_anjou
akhenaten	meritaten
akhenaten	nefertiti
akhenaten	kiya
akhenaten	ankhesenamun
akhenaten	the_younger_lady_mummy
nefertiti	akhenaten
guy_ritchie	madonna_entertainer
lilli_palmer	rex_harrison
lilli_palmer	carlos_thompson
gustav_iv_adolf_of_sweden	frederica_of_baden
frederica_of_baden	gustav_iv_adolf_of_sweden
princess_margaret_of_connaught	gustaf_vi_adolf_of_sweden
gustaf_vi_adolf_of_sweden	princess_margaret_of_connaught
gustaf_vi_adolf_of_sweden	louise_mountbatten
charles_haughey	maureen_haughey
nancy_pelosi	paul_pelosi
isabella_ii_of_spain	francis_duke_of_cádiz
ferdinand_vii_of_spain	maria_josepha_of_saxony
ferdinand_vii_of_spain	maria_christina_of_the_two_sicilies
maria_josepha_of_saxony	ferdinand_vii_of_spain
christian_iv_of_denmark	anne_catherine_of_brandenburg
christian_iv_of_denmark	kirsten_munk
frederick_viii_of_denmark	louise_of_sweden
louise_of_sweden	frederick_viii_of_denmark
ferdinand_ii	lt_Holy_Roman_EmperorMaria_Anna_of_Bavaria_15741616gt
ferdinand_ii	lt_Archduke_of_AustriaAnne_Juliana_Gonzagagt
ferdinand_ii	lt_Archduke_of_AustriaPhilippine_Welsergt
john_i_of_aragon	violant_of_bar
john_i_of_aragon	martha_of_armagnac
violant_of_bar	john_i_of_aragon
martha_of_armagnac	john_i_of_aragon
juana_enríquez	john_ii_of_aragon
henrik	lt_Prince_Consort_of_DenmarkMargrethe_II_of_Denmarkgt
princess_benedikte_of_denmark	richard_6th_prince_of_saynwittgensteinberleburg
queen_annemarie_of_greece	constantine_ii_of_greece
constantine_ii_of_greece	queen_annemarie_of_greece
ferdinand_i_of_portugal	leonor_telles_de_menezes
leonor_telles_de_menezes	ferdinand_i_of_portugal
ma_yingjeou	christine_chow_ma
tiye	amenhotep_iii
amenhotep_iii	tiye
laurence_harvey	paulene_stone
laurence_harvey	margaret_leighton
dina_merrill	cliff_robertson
dina_merrill	ted_hartley
louise_dresser	jack_norworth
prince_ferdinand_philippe	lt_Duke_of_OrléansDuchess_Helen_of_MecklenburgSchweringt
judy_carne	burt_reynolds
keely_shaye_smith	pierce_brosnan
gaius_caesar	livilla_sister_of_claudius
livilla_sister_of_claudius	gaius_caesar
livilla_sister_of_claudius	drusus_julius_caesar
manfred_of_sicily	helena_angelina_doukaina
marie_prevost	kenneth_harlan
princess_charlotte_of_wales	leopold_i_of_belgium
abdullah_i_of_jordan	musbah_bint_nasser
musbah_bint_nasser	abdullah_i_of_jordan
bhumibol_adulyadej	sirikit
sirikit	bhumibol_adulyadej
khamphoui	savang_vatthana
rudolf	lt_Crown_Prince_of_AustriaPrincess_Stéphanie_of_Belgiumgt
fuad_ii_of_egypt	dominiquefrance_picard
dominiquefrance_picard	fuad_ii_of_egypt
fuad_i_of_egypt	nazli_sabri
nazli_sabri	fuad_i_of_egypt
stephen_dragutin_of_serbia	catherine_of_hungary_queen_of_serbia
ludovico_sforza	beatrice_deste
beatrice_deste	ludovico_sforza
beatrice_deste	lt_Queen_of_HungaryAndrew_II_of_Hungarygt
mongkut	debsirindra
mongkut	pannarai
debsirindra	mongkut
pannarai	mongkut
augustus_iii_of_poland	maria_josepha_of_austria
maria_josepha_of_austria	augustus_iii_of_poland
isabella_ii_of_jerusalem	frederick_ii_holy_roman_emperor
emperor_xiaowen_of_northern_wei	empress_feng_qing
guangxu_emperor	empress_dowager_longyu
empress_dowager_longyu	guangxu_emperor
christina_of_lorraine	ferdinando_i_de_medici_grand_duke_of_tuscany
mary_of_sicily	martin_i_of_sicily
princess_alice	lt_Countess_of_AthloneAlexander_Cambridge_1st_Earl_of_Athlonegt
alexander_cambridge	lt_1st_Earl_of_AthlonePrincess_Alice_Countess_of_Athlonegt
gaston	lt_Duke_of_OrléansMarie_de_Bourbon_Duchess_of_Montpensiergt
anna_maria_luisa_de_medici	johann_wilhelm_elector_palatine
gian_gastone_de_medici	lt_Grand_Duke_of_TuscanyAnna_Maria_Franziska_of_SaxeLauenburggt
princess_stéphanie_of_belgium	rudolf_crown_prince_of_austria
alessandro_de_medici	lt_Duke_of_FlorenceMargaret_of_Parmagt
william_f_buckley	lt_JrPatricia_Buckleygt
catherine_dolgorukov	alexander_ii_of_russia
miguel	lt_Duke_of_BraganzaPrincess_Maria_Theresa_of_LöwensteinWertheimRosenberggt
ulrika_eleonora_of_denmark	charles_xi_of_sweden
lorna_luft	jake_hooker_musician
robert_taylor_actor	barbara_stanwyck
robert_taylor_actor	ursula_thiess
emperor_wu_of_han	empress_chen_jiao
margaret_ii	lt_Countess_of_HainaultLouis_IV_Holy_Roman_Emperorgt
władysław_ii_the_exile	agnes_of_babenberg
caroline_quentin	paul_merton
francis_i_of_the_two_sicilies	archduchess_maria_clementina_of_austria
archduchess_maria_clementina_of_austria	francis_i_of_the_two_sicilies
gilukhipa	amenhotep_iii
muhammad_ali_jinnah	rattanbai_petit
muhammad_ali_jinnah	emibai_jinnah
charles	lt_Prince_of_VianaAgnes_of_Clevesgt
charles	lt_Prince_of_HohenzollernSigmaringenMarie_Antoinette_Muratgt
barbara_rush	jeffrey_hunter
barbara_rush	warren_cowan
humphrey_stafford	lt_Earl_of_StaffordMargaret_Beaufort_Countess_of_Staffordgt
henry_percy	lt_2nd_Earl_of_NorthumberlandEleanor_Percy_Countess_of_Northumberlandgt
henry_iii	lt_Duke_of_BrabantAdelaide_of_Burgundy_12331273gt
eleanor_of_lancaster	richard_fitzalan_10th_earl_of_arundel
justin_trudeau	sophie_grégoire
xu_zhimo	zhang_youyi
zhang_youyi	xu_zhimo
vajiravudh	suvadhana
suvadhana	vajiravudh
adela_of_normandy	stephen_ii_count_of_blois
vic_reeves	nancy_sorrell
john_of_saxony	amalie_auguste_of_bavaria
amalie_auguste_of_bavaria	john_of_saxony
margaret_of_parma	alessandro_de_medici_duke_of_florence
jonathan_lethem	shelley_jackson
martha_jefferson	thomas_jefferson
eleanor_of_leicester	simon_de_montfort_6th_earl_of_leicester
eleanor_of_leicester	william_marshal_2nd_earl_of_pembroke
tad_martin	brooke_english
brooke_english	adam_chandler
brooke_english	tad_martin
brooke_english	edmund_grey
liza_colby	adam_chandler
vlad_iii_the_impaler	ilona_szilágyi
ilona_szilágyi	vlad_iii_the_impaler
ken_olin	patricia_wettig
patricia_wettig	ken_olin
konrad_i_of_masovia	agafia_of_rus
prajadhipok	rambhai_barni
rambhai_barni	prajadhipok
béla_iv_of_hungary	maria_laskarina
minnie_marx	sam_marx
sam_marx	minnie_marx
sanjay_dutt	rhea_pillai
henry_of_grosmont	lt_1st_Duke_of_LancasterIsabel_of_Beaumontgt
claire_bloom	philip_roth
claire_bloom	rod_steiger
claire_bloom	hillard_elkins
eleanor_of_austria	manuel_i_of_portugal
eleanor_of_austria	francis_i_of_france
lynn_bari	sidney_luft
camille_keaton	sidney_luft
camille_keaton	meir_zarchi
grand_duchess_olga_alexandrovna_of_russia	nikolai_kulikovsky
nikolai_kulikovsky	grand_duchess_olga_alexandrovna_of_russia
amy_robsart	robert_dudley_1st_earl_of_leicester
penelope_rich	lt_Lady_RichRobert_Rich_1st_Earl_of_Warwickgt
izabela_czartoryska	adam_kazimierz_czartoryski
julia_the_younger	lucius_aemilius_paullus_consul_1
buddha_loetla_nabhalai	sri_sulalai
sri_sulalai	buddha_loetla_nabhalai
mina_harker	jonathan_harker
anne_of_austria	lt_Queen_of_PolandSigismund_III_Vasagt
maria_alexandrovna_marie_of_hesse	alexander_ii_of_russia
johann_wilhelm	lt_Elector_PalatineAnna_Maria_Luisa_de_Medicigt
anne_jeffreys	robert_sterling
charles_frederick	lt_Duke_of_HolsteinGottorpGrand_Duchess_Anna_Petrovna_of_Russiagt
charles_frederick	lt_Grand_Duke_of_SaxeWeimarEisenachGrand_Duchess_Maria_Pavlovna_of_Russia_17861859gt
isabella_of_england	frederick_ii_holy_roman_emperor
cosimo_ii_de_medici	lt_Grand_Duke_of_TuscanyArchduchess_Maria_Maddalena_of_Austriagt
ferdinando_i_de_medici	lt_Grand_Duke_of_TuscanyChristina_of_Lorrainegt
william_i	lt_Count_of_BoulogneIsabel_de_Warenne_4th_Countess_of_Surreygt
john_george_iv	lt_Elector_of_SaxonyEleonore_Erdmuthe_of_SaxeEisenachgt
fragrant_concubine	qianlong_emperor
kirsten_cohen	sandy_cohen
eleanor_of_aragon	lt_Queen_of_CastileJohn_I_of_Castilegt
linda_thompson_actress	bruce_jenner
linda_thompson_actress	david_foster
empress_wei_zifu	emperor_wu_of_han
victoria_lord	clint_buchanan
robert_i	lt_Duke_of_ParmaPrincess_Maria_Pia_of_BourbonTwo_Sicilies_18491882gt
archduchess_elisabeth_franziska_of_austria	archduke_ferdinand_karl_viktor_of_austriaeste
archduke_ferdinand_karl_viktor_of_austriaeste	archduchess_elisabeth_franziska_of_austria
phillip_spaulding	olivia_spencer
phillip_spaulding	harley_cooper
harley_cooper	phillip_spaulding
harley_cooper	gus_aitoro
gus_aitoro	harley_cooper
gus_aitoro	natalia_rivera_aitoro
valerie_barlow	ken_barlow_coronation_street
jan_waters	peter_gilmore
mahmud_shah_of_malacca	tun_fatimah
henry_washington_younger	bersheba_leighton_fristoe
bersheba_leighton_fristoe	henry_washington_younger
germaine_of_foix	ferdinand_ii_of_aragon
germaine_of_foix	johann_of_brandenburgansbach
ferdinand_ii_of_aragon	germaine_of_foix
ferdinand_ii_of_aragon	isabella_i_of_castile
virginia_de_medici	cesare_deste_duke_of_modena
louise_hippolyte	lt_Princess_of_MonacoJacques_I_Prince_of_Monacogt
berengaria_of_portugal	valdemar_ii_of_denmark
henry_somerset	lt_10th_Duke_of_BeaufortMary_Somerset_Duchess_of_Beaufortgt
henry_somerset	lt_2nd_Earl_of_WorcesterMargaret_Courtenay_Baroness_Herbertgt
henry_somerset	lt_2nd_Earl_of_WorcesterElizabeth_Somerset_Countess_of_Worcester_died_1565gt
mary_somerset	lt_Duchess_of_BeaufortHenry_Somerset_10th_Duke_of_Beaufortgt
victor	lt_Prince_NapoléonPrincess_Clémentine_of_Belgiumgt
michelle_vieth	héctor_soberón
liang_sicheng	lin_huiyin
lin_huiyin	liang_sicheng
imperial_consort_zhen	guangxu_emperor
albert_v	lt_Duke_of_BavariaArchduchess_Anna_of_Austriagt
fuca	lt_Empress_Xian_ChunQianlong_Emperorgt
grace_bennett	sam_bennett
tony_gates	neela_rasgotra
michael_gallant	neela_rasgotra
eleanor_of_navarre	gaston_iv_count_of_foix
ferdinand	lt_Duke_of_ParmaArchduchess_Maria_Amalia_of_Austriagt
princess_anne_of_denmark	prince_george_valdemar_of_denmark
prince_george_valdemar_of_denmark	princess_anne_of_denmark
victor_hervey	lt_6th_Marquess_of_BristolLady_Juliet_Tadgellgt
theodore_roosevelt	lt_SrMartha_Bulloch_Rooseveltgt
theodore_roosevelt	alice_hathaway_lee_roosevelt
martha_bulloch_roosevelt	theodore_roosevelt_sr
dixie_lee	bing_crosby
prince_alexander_of_belgium	princess_léa_of_belgium
princess_léa_of_belgium	prince_alexander_of_belgium
margaret_of_brabant	henry_vii_holy_roman_emperor
dorian_lord	david_vickers
dorian_lord	mitch_laurence
david_vickers	dorian_lord
david_vickers	tina_lord
mitch_laurence	dorian_lord
mitch_laurence	natalie_buchanan
grand_duchess_anna_petrovna_of_russia	charles_frederick_duke_of_holsteingottorp
richard	lt_6th_Prince_of_SaynWittgensteinBerleburgPrincess_Benedikte_of_Denmarkgt
richard	lt_1st_Earl_of_CornwallIsabel_Marshalgt
imperial_consort_jin	guangxu_emperor
sitamun	amenhotep_iii
francis	lt_Duke_of_CádizIsabella_II_of_Spaingt
octavia_the_younger	mark_antony
octavia_the_younger	gaius_claudius_marcellus_minor
julia_caesaris_sister_of_julius_caesar	marcus_atius
eleanor_cobham	humphrey_duke_of_gloucester
archduchess_maria_amalia_of_austria	ferdinand_duke_of_parma
louise_mountbatten	gustaf_vi_adolf_of_sweden
dorothy_percy	lt_Countess_of_NorthumberlandHenry_Percy_9th_Earl_of_Northumberlandgt
isabel	lt_Countess_of_GloucesterHubert_de_Burgh_1st_Earl_of_Kentgt
isabel	lt_Countess_of_GloucesterGeoffrey_FitzGeoffrey_de_Mandeville_2nd_Earl_of_Essexgt
janelle_timmins	allan_steiger
janelle_timmins	kim_timmins
allan_steiger	janelle_timmins
allan_steiger	christine_rodd
zach_stevens	summer_roberts
mary_of_hungary	lt_Queen_of_NaplesCharles_II_of_Naplesgt
al_gore	tipper_gore
isabella	lt_Princess_of_Asturias_14701498Manuel_I_of_Portugalgt
isabella	lt_Queen_of_ArmeniaHethum_I_King_of_Armeniagt
isabella	lt_Queen_of_ArmeniaPhilip_of_Antiochgt
isabella	lt_Princess_of_Asturias_14701498Afonso_Prince_of_Portugalgt
isabella	lt_Princess_of_Asturias_18511931Prince_Gaetan_Count_of_Girgentigt
prince_achille_murat	catherine_willis_gray
louise_of_orléans	leopold_i_of_belgium
margaret_of_england	lt_Duchess_of_BrabantJohn_II_Duke_of_Brabantgt
erica_kane	dimitri_marick
erica_kane	jackson_montgomery
gloria_marsh	adam_chandler
gloria_marsh	dimitri_marick
krystal_carey	adam_chandler
krystal_carey	david_hayward
grand_duke_alexander_mikhailovich_of_russia	grand_duchess_xenia_alexandrovna_of_russia
grand_duchess_xenia_alexandrovna_of_russia	grand_duke_alexander_mikhailovich_of_russia
maría_isabella_of_spain	francis_i_of_the_two_sicilies
archduchess_maria_maddalena_of_austria	cosimo_ii_de_medici_grand_duke_of_tuscany
frederick	lt_Duke_of_SaxeAltenburgDuchess_Charlotte_Georgine_of_MecklenburgStrelitzgt
princess_maría_de_las_mercedes_of_bourbontwo_sicilies	infante_juan_count_of_barcelona
piam	mongkut
charles_anthony	lt_Prince_of_HohenzollernPrincess_Josephine_of_Badengt
kunal_khemu	soha_ali_khan
christine_rodd	allan_steiger
olympia_mancini	eugene_maurice_count_of_soissons
jeffrey_oneill	olivia_spencer
joan_of_lancaster	john_de_mowbray_3rd_baron_mowbray
louis	lt_Duke_of_VendômeCharles_Amadeus_Duke_of_Nemoursgt
weijiya	lt_Empress_Yi_ChunQianlong_Emperorgt
annie_lavery	adam_chandler
annie_lavery	ryan_lavery
cesare_deste	lt_Duke_of_ModenaVirginia_de_Medicigt
margaret_beaufort	lt_Countess_of_StaffordHumphrey_Stafford_Earl_of_Staffordgt
imperial_noble_consort_qing_gong	qianlong_emperor
noble_consort_ying	qianlong_emperor
consort_shu	qianlong_emperor
noble_consort_wan	qianlong_emperor
prince_alexander_of_saxegessaphe	princess_gisela_of_bavaria
princess_gisela_of_bavaria	prince_alexander_of_saxegessaphe
francesco_i_deste	lt_Duke_of_ModenaMaria_Caterina_Farnesegt
francesco_i_deste	lt_Duke_of_ModenaLucrezia_Barberinigt
jennifer_rappaport	rex_balsom
jennifer_rappaport	joey_buchanan
prince_august	lt_Duke_of_DalarnaPrincess_Therese_of_SaxeAltenburggt
elsa_einstein	albert_einstein
lindsay_rappaport	clint_buchanan
prince_ferdinand	lt_Duke_of_CastroChantal_de_ChevronVillettegt
lord_family	dorian_lord
ulanara	lt_the_Step_EmpressQianlong_Emperorgt
ulanara	lt_Empress_Jing_XianYongzheng_Emperorgt
susanna_wesley	samuel_wesley_poet
adelaide_of_löwensteinwertheimrosenberg	miguel_of_portugal
iset_daughter_of_amenhotep_iii	amenhotep_iii
beth_rainesspaulding	phillip_spaulding
rhonda_pearlman	jimmy_mcnulty
rhonda_pearlman	cedric_daniels
princess_josephine_of_baden	charles_anthony_prince_of_hohenzollern
jacques_i	lt_Prince_of_MonacoLouise_Hippolyte_Princess_of_Monacogt
johannes_von_lahnstein	cécile_de_maron
johannes_von_lahnstein	elisabeth_von_lahnstein
cécile_de_maron	leonard_von_lahnstein
natalia_rivera_aitoro	olivia_spencer
natalia_rivera_aitoro	gus_aitoro
joan	lt_Countess_of_PonthieuFerdinand_III_of_Castilegt
princess_eleonore_of_solmshohensolmslich	ernest_louis_grand_duke_of_hesse
princess_joséphine_caroline_of_belgium	prince_karl_anton_of_hohenzollern
prince_karl_anton_of_hohenzollern	princess_joséphine_caroline_of_belgium
josephine_wayne	john_wayne
blake_marler	phillip_spaulding
archduchess_anna_of_austria	albert_v_duke_of_bavaria
infanta_maria_antonia_of_portugal	robert_i_duke_of_parma
early_life_of_augustus	scribonia
early_life_of_augustus	clodia_pulchra
jack_haley	lt_JrLiza_Minnelligt
hester_pitt	lt_Countess_of_ChathamWilliam_Pitt_1st_Earl_of_Chathamgt
maria_theresa_of_austria_18011855	charles_albert_of_sardinia
maria_anna_of_bavaria_18051877	frederick_augustus_ii_of_saxony
arlene_vaughan	adam_chandler
anna_rice_cooke	charles_montague_cooke
charles_montague_cooke	anna_rice_cooke
ltÉlisabeth_de_Bourbongt	charles_amadeus_duke_of_nemours
polyxena_of_hesserotenburg	charles_emmanuel_iii_of_sardinia
hedwig_of_holstein	magnus_iii_of_sweden
prince_franz_of_bavaria	princess_isabella_antonie_of_croÿ
princess_isabella_antonie_of_croÿ	prince_franz_of_bavaria
marie_de_bourbon	lt_Duchess_of_MontpensierGaston_Duke_of_Orléansgt
marie_de_bourbon	lt_Countess_of_SoissonsThomas_Francis_Prince_of_Carignangt
countess_palatine_caroline_of_zweibrücken	louis_ix_landgrave_of_hessedarmstadt
vice_presidency_of_al_gore	tipper_gore
kūhiō_kalanianaole	kinoiki_kekaulike
cecily_bonville	lt_7th_Baroness_HaringtonHenry_Stafford_1st_Earl_of_Wiltshiregt
cecily_bonville	lt_7th_Baroness_HaringtonThomas_Grey_1st_Marquess_of_Dorsetgt
khloé_kardashian	lamar_odom
princess_alexandra_of_hanover_18821963	frederick_francis_iv_grand_duke_of_mecklenburg
infanta_alicia	lt_Dowager_Duchess_of_CalabriaInfante_Alfonso_Duke_of_Calabriagt
téa_delgado	todd_manning
téa_delgado	ross_rayburn
todd_manning	blair_cramer
sri_suriyendra	buddha_loetla_nabhalai
edward_viii_of_the_united_kingdom	wallis_duchess_of_windsor
isabella_i_of_castile	ferdinand_ii_of_aragon
marguerite_of_lorraine	gaston_duke_of_orléans
alan_moore	melinda_gebbie
maria_temryukovna	ivan_iv_of_russia
marfa_sobakina	ivan_iv_of_russia
anna_koltovskaya	ivan_iv_of_russia
vasilisa_melentyeva	ivan_iv_of_russia
benito_mussolini	romano_mussolini
benito_mussolini	edda_mussolini
benito_mussolini	rachele_mussolini
benito_mussolini	ida_dalser
benito_mussolini	vittorio_mussolini
benito_mussolini	bruno_mussolini
princess_louise_of_hessedarmstadt_17571830	charles_augustus_grand_duke_of_saxeweimareisenach
elizabeth_de_badlesmere	lt_Countess_of_NorthamptonEdmund_Mortimergt
elizabeth_de_badlesmere	lt_Countess_of_NorthamptonWilliam_de_Bohun_1st_Earl_of_Northamptongt
princess_maria_luisa_immaculata_of_bourbontwo_sicilies	prince_henry_count_of_bardi
nicole	lt_Duchess_of_LorraineCharles_IV_Duke_of_Lorrainegt
chantal_de_chevronvillette	prince_ferdinand_duke_of_castro
duchess_violante_beatrice_of_bavaria	ferdinando_de_medici_grand_prince_of_tuscany
presidency_of_barack_obama	michelle_obama
michelle_obama	barack_obama
ippolita_maria_sforza	alfonso_ii_of_naples
sophia_tolstaya	leo_tolstoy
soamanas_vadhanavadi	mongkut
princess_therese_of_saxealtenburg	prince_august_duke_of_dalarna
princess_maria_anna_of_saxony_17991832	leopold_ii_grand_duke_of_tuscany
elizabeth_of_sicily	lt_Queen_of_HungaryLadislaus_IV_of_Hungarygt
helvig_of_schleswig	valdemar_iv_of_denmark
beatrice_of_silesia	louis_iv_holy_roman_emperor
bill_lewis_iii	olivia_spencer
maria_dolgorukaya	ivan_iv_of_russia
agnes_douglas	lt_Countess_of_ArgyllArchibald_Campbell_7th_Earl_of_Argyllgt
maud_de_badlesmere	lt_Countess_of_OxfordJohn_de_Vere_7th_Earl_of_Oxfordgt
juliana_fitzgerald	lt_Lady_of_ThomondThomas_de_Clare_Lord_of_Thomondgt
princess_maria_theresa_of_löwensteinwertheimrosenberg	miguel_duke_of_braganza
mindy_lewis	phillip_spaulding
mindy_lewis	rick_bauer
duchess_charlotte_georgine_of_mecklenburgstrelitz	frederick_duke_of_saxealtenburg
margaret_of_huntingdon	lt_Princess_of_ScotlandConan_IV_Duke_of_Brittanygt
margaret_of_huntingdon	lt_Princess_of_ScotlandHumphrey_III_de_Bohungt
catherine_of_hungary	lt_Queen_of_SerbiaStephen_Dragutin_of_Serbiagt
deborah_mcguire	richard_pryor
maud_of_lancaster	lt_Countess_of_UlsterWilliam_Donn_de_Burgh_3rd_Earl_of_Ulstergt
laksamilawan	vajiravudh
indrasakdi_sachi	vajiravudh
sucharit_suda	vajiravudh
dorothy_stafford	william_stafford_courtier
anne_cecil	edward_de_vere_17th_earl_of_oxford
princess_maria_ferdinanda_of_saxony	ferdinand_iii_grand_duke_of_tuscany
princess_maria_luisa_carlota_of_parma	maximilian_crown_prince_of_saxony
princess_maria_pia_of_bourbontwo_sicilies_18491882	robert_i_duke_of_parma
lady_juliet_tadgell	victor_hervey_6th_marquess_of_bristol
lady_juliet_tadgell	somerset_de_chair
marguerite	lt_Duchess_of_RohanHenri_Chabotgt
elizabeth_trentham	lt_Countess_of_OxfordEdward_de_Vere_17th_Earl_of_Oxfordgt
sophie_of_thuringia	lt_Duchess_of_BrabantHenry_II_Duke_of_Brabantgt
sophie_of_thuringia	lt_Duchess_of_BrabantDuke_of_Lothiergt
maria_caterina_farnese	francesco_i_deste_duke_of_modena
lucrezia_barberini	francesco_i_deste_duke_of_modena
agrippina_the_younger	claudius
agrippina_the_younger	gnaeus_domitius_ahenobarbus_consul_32
claudius	agrippina_the_younger
alexander_ii_of_scotland	marie_de_coucy
alexander_ii_of_scotland	joan_of_england_queen_of_scots
alfonso_xii_of_spain	maria_christina_of_austria
alfonso_xii_of_spain	mercedes_of_orléans
maria_christina_of_austria	alfonso_xii_of_spain
mercedes_of_orléans	alfonso_xii_of_spain
andrew_ii_of_hungary	gertrude_of_merania
andrew_ii_of_hungary	yolanda_de_courtenay
gertrude_of_merania	andrew_ii_of_hungary
arcadius	aelia_eudoxia
caligula	lollia_paulina
caligula	milonia_caesonia
caligula	livia_orestilla
caligula	junia_claudilla
catherine_of_aragon	henry_viii_of_england
catherine_of_aragon	arthur_prince_of_wales
george_orwell	eileen_oshaughnessy
george_orwell	sonia_brownell
john_cleese	connie_booth
john_cleese	alyce_faye_eichelberger
connie_booth	john_cleese
alyce_faye_eichelberger	john_cleese
jay_leno	mavis_leno
mavis_leno	jay_leno
isabella_of_angoulême	john_of_england
louis_ix_of_france	margaret_of_provence
margaret_of_provence	louis_ix_of_france
martin_luther_king	lt_JrCoretta_Scott_Kinggt
mary	lt_Queen_of_ScotsFrancis_II_of_Francegt
mary	lt_Crown_Princess_of_DenmarkFrederik_Crown_Prince_of_Denmarkgt
nancy_reagan	ronald_reagan
ronald_reagan	nancy_reagan
ronald_reagan	jane_wyman
jane_wyman	ronald_reagan
rupert_murdoch	wendi_deng
wendi_deng	rupert_murdoch
salman_rushdie	padma_lakshmi
salman_rushdie	marianne_wiggins
padma_lakshmi	salman_rushdie
tom_stoppard	miriam_stoppard
alice_hathaway_lee_roosevelt	theodore_roosevelt
vladimir_nabokov	vera_nabokov
vera_nabokov	vladimir_nabokov
virginia_woolf	leonard_woolf
leonard_woolf	virginia_woolf
william_s_burroughs	joan_vollmer
william_the_conqueror	matilda_of_flanders
charles_xv_of_sweden	louise_of_the_netherlands
louise_of_the_netherlands	charles_xv_of_sweden
william_iv_of_the_united_kingdom	adelaide_of_saxemeiningen
adelaide_of_saxemeiningen	william_iv_of_the_united_kingdom
catherine_ii_of_russia	peter_iii_of_russia
peter_iii_of_russia	catherine_ii_of_russia
commodus	bruttia_crispina
edward_i_of_england	eleanor_of_castile
eleanor_of_castile	edward_i_of_england
edward_vii_of_the_united_kingdom	alexandra_of_denmark
alexandra_of_denmark	edward_vii_of_the_united_kingdom
george_v_of_the_united_kingdom	mary_of_teck
mary_of_teck	george_v_of_the_united_kingdom
henry_vi_of_england	margaret_of_anjou
margaret_of_anjou	henry_vi_of_england
maria_theresa_of_austria	francis_i_holy_roman_emperor
maria_theresa_of_austria	lt_Queen_of_the_Two_SiciliesFerdinand_II_of_the_Two_Siciliesgt
frederick_christian	lt_Elector_of_SaxonyMaria_Antonia_Walpurgis_of_Bavariagt
john_of_gaunt	lt_1st_Duke_of_LancasterBlanche_of_Lancastergt
boris_iii_of_bulgaria	giovanna_of_italy
giovanna_of_italy	boris_iii_of_bulgaria
frederick_ii_of_denmark	sophie_of_mecklenburggüstrow
sophie_of_mecklenburggüstrow	frederick_ii_of_denmark
henry_iv_of_france	marie_de_medici
henry_iv_of_france	margaret_of_valois
marie_de_medici	henry_iv_of_france
margaret_of_valois	henry_iv_of_france
judith_of_swabia	władysław_i_herman
cleopatra_vii	mark_antony
cleopatra_vii	julius_caesar
rod_steiger	claire_bloom
joseph_bonaparte	julie_clary
julie_clary	joseph_bonaparte
napoleon_iii	eugénie_de_montijo
joséphine_de_beauharnais	napoleon_i
joséphine_de_beauharnais	alexandre_de_beauharnais
napoleon_i	joséphine_de_beauharnais
václav_havel	olga_havlová
olga_havlová	václav_havel
harald_v_of_norway	queen_sonja_of_norway
queen_sonja_of_norway	harald_v_of_norway
charles_emmanuel_ii	lt_Duke_of_SavoyMarie_Jeanne_of_Savoygt
charles_emmanuel_ii	lt_Duke_of_SavoyFrançoise_Madeleine_dOrléansgt
victor_amadeus_ii_of_sardinia	anne_marie_dorléans
victor_emmanuel_ii_of_italy	maria_adelaide_of_austria
victor_emmanuel_ii_of_italy	rosa_vercellana
maria_adelaide_of_austria	victor_emmanuel_ii_of_italy
louis_xi_of_france	charlotte_of_savoy
charlotte_of_savoy	louis_xi_of_france
francis_ii_of_france	mary_queen_of_scots
charles_v	lt_Holy_Roman_EmperorIsabella_of_Portugalgt
charles_v	lt_Duke_of_LorraineMarie_Jeanne_of_Savoygt
thomas_boleyn	lt_1st_Earl_of_WiltshireElizabeth_Boleyn_Countess_of_Wiltshiregt
christian_x_of_denmark	alexandrine_of_mecklenburgschwerin
alexandrine_of_mecklenburgschwerin	christian_x_of_denmark
theodore_i_laskaris	anna_komnena_angelina
theodore_i_laskaris	philippa_of_armenia
theodore_i_laskaris	marie_de_courtenay
joan_of_navarre	lt_Queen_of_EnglandHenry_IV_of_Englandgt
